Initializing Qwen Client with model: qwen3-vl-8b-instruct
Using Data Root: /ceph/hpc/home/euweihez/topcon/d2025d08-005-users/data_src/balanced/balanced_th/th/balanced_theory
--- SHARD INFO ---
Job ID: 1 / 4
Processing indices: 494 to 988 (Total: 494 papers)
[N6pbLYLeej] figure_6.jpg -> classified as: Plots / Charts
[N6pbLYLeej] figure_Hardness_of_learning.jpg -> classified as: Architecture Diagram
[N6pbLYLeej] figure_2.jpg -> classified as: Plots / Charts
[N6pbLYLeej] figure_7.jpg -> classified as: Plots / Charts
[N6pbLYLeej] figure_3.jpg -> classified as: Plots / Charts
[N6pbLYLeej] figure_4.jpg -> classified as: Plots / Charts
[N6pbLYLeej] figure_1.jpg -> classified as: Architecture Diagram
[N6pbLYLeej] figure_8.jpg -> classified as: Plots / Charts
[N8tJmhCw25] figure_2.jpg -> classified as: Plots / Charts
[N8tJmhCw25] figure_3.jpg -> classified as: Plots / Charts
[N8tJmhCw25] figure_1.jpg -> classified as: Plots / Charts
[NCgTbt2j1F] figure_5.jpg -> classified as: Qualitative Examples
[NCgTbt2j1F] figure_6.jpg -> classified as: Qualitative Examples
[NCgTbt2j1F] figure_2.jpg -> classified as: Plots / Charts
[NCgTbt2j1F] figure_7.jpg -> classified as: Plots / Charts
[NCgTbt2j1F] figure_3.jpg -> classified as: Plots / Charts
[NCgTbt2j1F] figure_4.jpg -> classified as: Plots / Charts
[NCgTbt2j1F] figure_1.jpg -> classified as: Architecture Diagram
[NFWt2PavSW] figure_5.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_6.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_9.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_13.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_15.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_2.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_11.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_7.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_3.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_4.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_1.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_8.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_12.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_14.jpg -> classified as: Plots / Charts
[NFWt2PavSW] figure_10.jpg -> classified as: Plots / Charts
[NHhjczmJjo] figure_2.jpg -> classified as: Plots / Charts
[NHhjczmJjo] figure_3.jpg -> classified as: Plots / Charts
[NHhjczmJjo] figure_1.jpg -> classified as: Plots / Charts
[NJyCoAIPln] figure_5.jpg -> classified as: Plots / Charts
[NJyCoAIPln] figure_6.jpg -> classified as: Plots / Charts
[NJyCoAIPln] figure_2.jpg -> classified as: Architecture Diagram
[NJyCoAIPln] figure_7.jpg -> classified as: Plots / Charts
[NJyCoAIPln] figure_3.jpg -> classified as: Architecture Diagram
[NJyCoAIPln] figure_4.jpg -> classified as: Architecture Diagram
[NJyCoAIPln] figure_1.jpg -> classified as: Architecture Diagram
[NO6Tv6QcDs] figure_5.jpg -> classified as: Plots / Charts
[NO6Tv6QcDs] figure_6.jpg -> classified as: Plots / Charts
[NO6Tv6QcDs] figure_2.jpg -> classified as: Plots / Charts
[NO6Tv6QcDs] figure_7.jpg -> classified as: Plots / Charts
[NO6Tv6QcDs] figure_3.jpg -> classified as: Plots / Charts
[NO6Tv6QcDs] figure_4.jpg -> classified as: Plots / Charts
[NO6Tv6QcDs] figure_1.jpg -> classified as: Plots / Charts
[NO6Tv6QcDs] figure_8.jpg -> classified as: Plots / Charts
[NQZImD0VGP] figure_5.jpg -> classified as: Plots / Charts
[NQZImD0VGP] figure_2.jpg -> classified as: Plots / Charts
[NQZImD0VGP] figure_3.jpg -> classified as: Architecture Diagram
[NQZImD0VGP] figure_4.jpg -> classified as: Architecture Diagram
[NQZImD0VGP] figure_1.jpg -> classified as: Architecture Diagram
[NQZNNUsutn] figure_5.jpg -> classified as: Plots / Charts
[NQZNNUsutn] figure_2.jpg -> classified as: Plots / Charts
[NQZNNUsutn] figure_3.jpg -> classified as: Plots / Charts
[NQZNNUsutn] figure_4.jpg -> classified as: Plots / Charts
[NQZNNUsutn] figure_1.jpg -> classified as: Architecture Diagram
[NSIVHTbZBR] figure_5.jpg -> classified as: Qualitative Examples
[NSIVHTbZBR] figure_6.jpg -> classified as: Qualitative Examples
[NSIVHTbZBR] figure_9.jpg -> classified as: Qualitative Examples
[NSIVHTbZBR] figure_2.jpg -> classified as: Architecture Diagram
[NSIVHTbZBR] figure_3.jpg -> classified as: Qualitative Examples
[NSIVHTbZBR] figure_unnamed_figure.jpg -> classified as: Qualitative Examples
[NSIVHTbZBR] figure_4.jpg -> classified as: Plots / Charts
[NSIVHTbZBR] figure_1.jpg -> classified as: Architecture Diagram
[NSIVHTbZBR] figure_8.jpg -> classified as: Qualitative Examples
[NSIVHTbZBR] figure_10.jpg -> classified as: Qualitative Examples
[NU9AYHJvYe] figure_2.jpg -> classified as: Plots / Charts
[NU9AYHJvYe] figure_3.jpg -> classified as: Plots / Charts
[NU9AYHJvYe] figure_1.jpg -> classified as: Plots / Charts
[NV6rn7j5p5] figure_2.jpg -> classified as: Architecture Diagram
[NV6rn7j5p5] figure_1.jpg -> classified as: Qualitative Examples
[NbbsRnPBoS] figure_2.jpg -> classified as: Plots / Charts
[NbbsRnPBoS] figure_3.jpg -> classified as: Plots / Charts
[NbbsRnPBoS] figure_4.jpg -> classified as: Plots / Charts
[NbbsRnPBoS] figure_1.jpg -> classified as: Plots / Charts
[NdNuKMEv9y] figure_5.jpg -> classified as: Plots / Charts
[NdNuKMEv9y] figure_6.jpg -> classified as: Plots / Charts
[NdNuKMEv9y] figure_9.jpg -> classified as: Plots / Charts
[NdNuKMEv9y] figure_2.jpg -> classified as: Plots / Charts
[NdNuKMEv9y] figure_7.jpg -> classified as: Plots / Charts
[NdNuKMEv9y] figure_3.jpg -> classified as: Architecture Diagram
[NdNuKMEv9y] figure_4.jpg -> classified as: Plots / Charts
[NdNuKMEv9y] figure_1.jpg -> classified as: Plots / Charts
[NdNuKMEv9y] figure_8.jpg -> classified as: Plots / Charts
[NdNuKMEv9y] figure_10.jpg -> classified as: Plots / Charts
[NdcQQ82mfy] figure_2.jpg -> classified as: Plots / Charts
[NdcQQ82mfy] figure_1.jpg -> classified as: Architecture Diagram
[Neb17mimVH] figure_5.jpg -> classified as: Plots / Charts
[Neb17mimVH] figure_6.jpg -> classified as: Plots / Charts
[Neb17mimVH] figure_9.jpg -> classified as: Plots / Charts
[Neb17mimVH] figure_2.jpg -> classified as: Plots / Charts
[Neb17mimVH] figure_7.jpg -> classified as: Plots / Charts
[Neb17mimVH] figure_3.jpg -> classified as: Plots / Charts
[Neb17mimVH] figure_4.jpg -> classified as: Plots / Charts
[Neb17mimVH] figure_1.jpg -> classified as: Plots / Charts
[Neb17mimVH] figure_8.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_5.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_6.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_9.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_13.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_2.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_11.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_7.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_3.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_4.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_1.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_8.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_12.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_14.jpg -> classified as: Plots / Charts
[Nfd7z9d6Bb] figure_10.jpg -> classified as: Plots / Charts
[NgaLU2fP5D] figure_5.jpg -> classified as: Plots / Charts
[NgaLU2fP5D] figure_2.jpg -> classified as: Plots / Charts
[NgaLU2fP5D] figure_3.jpg -> classified as: Plots / Charts
[NgaLU2fP5D] figure_4.jpg -> classified as: Plots / Charts
[NgaLU2fP5D] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[NgtEafc8NZ] figure_2.jpg -> classified as: Plots / Charts
[NgtEafc8NZ] figure_3.jpg -> classified as: Plots / Charts
[NgtEafc8NZ] figure_1.jpg -> classified as: Plots / Charts
[Nh6pXEkZkK] figure_1.jpg -> classified as: Plots / Charts
[Nil8G449BI] figure_S1.jpg -> classified as: Plots / Charts
[Nil8G449BI] figure_2.jpg -> classified as: Architecture Diagram
[Nil8G449BI] figure_3.jpg -> classified as: Architecture Diagram
[Nil8G449BI] figure_4.jpg -> classified as: Other
  -> Skipping second pass (Other)
[Nil8G449BI] figure_1.jpg -> classified as: Architecture Diagram
[NjU0jtXcYn] figure_5.jpg -> classified as: Plots / Charts
[NjU0jtXcYn] figure_6.jpg -> classified as: Plots / Charts
[NjU0jtXcYn] figure_9.jpg -> classified as: Plots / Charts
[NjU0jtXcYn] figure_2.jpg -> classified as: Plots / Charts
[NjU0jtXcYn] figure_11.jpg -> classified as: Plots / Charts
[NjU0jtXcYn] figure_7.jpg -> classified as: Plots / Charts
[NjU0jtXcYn] figure_3.jpg -> classified as: Plots / Charts
[NjU0jtXcYn] figure_4.jpg -> classified as: Plots / Charts
[NjU0jtXcYn] figure_1.jpg -> classified as: Plots / Charts
[NjU0jtXcYn] figure_8.jpg -> classified as: Plots / Charts
[NjU0jtXcYn] figure_10.jpg -> classified as: Plots / Charts
[NkmJotfL42] figure_1.jpg -> classified as: Plots / Charts
[Ns8SXMJ2ic] figure_2.jpg -> classified as: Plots / Charts
[Ns8SXMJ2ic] figure_3.jpg -> classified as: Plots / Charts
[Ns8SXMJ2ic] figure_4.jpg -> classified as: Plots / Charts
[Ns8SXMJ2ic] figure_1.jpg -> classified as: Plots / Charts
[NtAXAvIYuN] figure_2.jpg -> classified as: Plots / Charts
[NtAXAvIYuN] figure_4.jpg -> classified as: Plots / Charts
[NtAXAvIYuN] figure_1.jpg -> classified as: Plots / Charts
[NtSlKEJ2DS] figure_5.jpg -> classified as: Plots / Charts
[NtSlKEJ2DS] figure_6.jpg -> classified as: Plots / Charts
[NtSlKEJ2DS] figure_2.jpg -> classified as: Architecture Diagram
[NtSlKEJ2DS] figure_3.jpg -> classified as: Plots / Charts
[NtSlKEJ2DS] figure_4.jpg -> classified as: Plots / Charts
[NtSlKEJ2DS] figure_1.jpg -> classified as: Plots / Charts
[NvbeD9Ttkx] figure_5.jpg -> classified as: Plots / Charts
[NvbeD9Ttkx] figure_6.jpg -> classified as: Plots / Charts
[NvbeD9Ttkx] figure_9.jpg -> classified as: Plots / Charts
[NvbeD9Ttkx] figure_2.jpg -> classified as: Plots / Charts
[NvbeD9Ttkx] figure_7.jpg -> classified as: Plots / Charts
[NvbeD9Ttkx] figure_3.jpg -> classified as: Plots / Charts
[NvbeD9Ttkx] figure_4.jpg -> classified as: Plots / Charts
[NvbeD9Ttkx] figure_1.jpg -> classified as: Plots / Charts
[NvbeD9Ttkx] figure_8.jpg -> classified as: Plots / Charts
[Nvw2szDdmI] figure_5.jpg -> classified as: Plots / Charts
[Nvw2szDdmI] figure_6.jpg -> classified as: Plots / Charts
[Nvw2szDdmI] figure_9.jpg -> classified as: Plots / Charts
[Nvw2szDdmI] figure_2.jpg -> classified as: Plots / Charts
[Nvw2szDdmI] figure_11.jpg -> classified as: Qualitative Examples
[Nvw2szDdmI] figure_7.jpg -> classified as: Qualitative Examples
[Nvw2szDdmI] figure_3.jpg -> classified as: Qualitative Examples
[Nvw2szDdmI] figure_4.jpg -> classified as: Plots / Charts
[Nvw2szDdmI] figure_1.jpg -> classified as: Architecture Diagram
[Nvw2szDdmI] figure_8.jpg -> classified as: Plots / Charts
[Nvw2szDdmI] figure_12.jpg -> classified as: Plots / Charts
[Nvw2szDdmI] figure_10.jpg -> classified as: Qualitative Examples
[O0z4mkjl7i] figure_5.jpg -> classified as: Plots / Charts
[O0z4mkjl7i] figure_6.jpg -> classified as: Plots / Charts
[O0z4mkjl7i] figure_2.jpg -> classified as: Plots / Charts
[O0z4mkjl7i] figure_7.jpg -> classified as: Plots / Charts
[O0z4mkjl7i] figure_3.jpg -> classified as: Plots / Charts
[O0z4mkjl7i] figure_4.jpg -> classified as: Plots / Charts
[O0z4mkjl7i] figure_1.jpg -> classified as: Plots / Charts
[O0z4mkjl7i] figure_8.jpg -> classified as: Plots / Charts
[O2GBkHujdP] figure_5.jpg -> classified as: Plots / Charts
[O2GBkHujdP] figure_6.jpg -> classified as: Plots / Charts
[O2GBkHujdP] figure_2.jpg -> classified as: Plots / Charts
[O2GBkHujdP] figure_3.jpg -> classified as: Plots / Charts
[O2GBkHujdP] figure_4.jpg -> classified as: Plots / Charts
[O2GBkHujdP] figure_1.jpg -> classified as: Plots / Charts
[O2aioX2Z2v] figure_5.jpg -> classified as: Plots / Charts
[O2aioX2Z2v] figure_6.jpg -> classified as: Qualitative Examples
[O2aioX2Z2v] figure_9.jpg -> classified as: Qualitative Examples
[O2aioX2Z2v] figure_13.jpg -> classified as: Plots / Charts
[O2aioX2Z2v] figure_2.jpg -> classified as: Plots / Charts
[O2aioX2Z2v] figure_7.jpg -> classified as: Qualitative Examples
[O2aioX2Z2v] figure_3.jpg -> classified as: Qualitative Examples
[O2aioX2Z2v] figure_4.jpg -> classified as: Qualitative Examples
[O2aioX2Z2v] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[O2aioX2Z2v] figure_8.jpg -> classified as: Plots / Charts
[O2aioX2Z2v] figure_12.jpg -> classified as: Plots / Charts
[O2aioX2Z2v] figure_14.jpg -> classified as: Plots / Charts
[O2aioX2Z2v] figure_10.jpg -> classified as: Qualitative Examples
[O4N9kWwV6R] figure_2.jpg -> classified as: Plots / Charts
[O4N9kWwV6R] figure_3.jpg -> classified as: Plots / Charts
[O4N9kWwV6R] figure_4.jpg -> classified as: Plots / Charts
[O4N9kWwV6R] figure_1.jpg -> classified as: Plots / Charts
[O4s319PTpY] figure_1.jpg -> classified as: Plots / Charts
[O6znYvxC1U] figure_2.jpg -> classified as: Plots / Charts
[O6znYvxC1U] figure_1.jpg -> classified as: Plots / Charts
[O9PArxKLe1] figure_5.jpg -> classified as: Qualitative Examples
[O9PArxKLe1] figure_2.jpg -> classified as: Plots / Charts
[O9PArxKLe1] figure_3.jpg -> classified as: Qualitative Examples
[O9PArxKLe1] figure_4.jpg -> classified as: Plots / Charts
[O9PArxKLe1] figure_1.jpg -> classified as: Architecture Diagram
[O9TTAoySaG] figure_8_1.jpg -> classified as: Architecture Diagram
[O9TTAoySaG] figure_5.jpg -> classified as: Other
  -> Skipping second pass (Other)
[O9TTAoySaG] figure_6.jpg -> classified as: Architecture Diagram
[O9TTAoySaG] figure_9.jpg -> classified as: Plots / Charts
[O9TTAoySaG] figure_2.jpg -> classified as: Plots / Charts
[O9TTAoySaG] figure_7.jpg -> classified as: Architecture Diagram
[O9TTAoySaG] figure_3.jpg -> classified as: Plots / Charts
[O9TTAoySaG] figure_4.jpg -> classified as: Plots / Charts
[O9TTAoySaG] figure_1.jpg -> classified as: Architecture Diagram
[O9TTAoySaG] figure_8.jpg -> classified as: Plots / Charts
[OBITU0NAKl] figure_2.jpg -> classified as: Plots / Charts
[OBITU0NAKl] figure_3.jpg -> classified as: Plots / Charts
[OBITU0NAKl] figure_4.jpg -> classified as: Plots / Charts
[OBITU0NAKl] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OBIuFjZzmp] figure_2.jpg -> classified as: Plots / Charts
[OBIuFjZzmp] figure_3.jpg -> classified as: Plots / Charts
[OBIuFjZzmp] figure_1.jpg -> classified as: Plots / Charts
[OD1MV7vf41] figure_5.jpg -> classified as: Plots / Charts
[OD1MV7vf41] figure_6.jpg -> classified as: Plots / Charts
[OD1MV7vf41] figure_9.jpg -> classified as: Plots / Charts
[OD1MV7vf41] figure_(b)_Typical_prediction.jpg -> classified as: Plots / Charts
[OD1MV7vf41] figure_2.jpg -> classified as: Architecture Diagram
[OD1MV7vf41] figure_11.jpg -> classified as: Plots / Charts
[OD1MV7vf41] figure_7.jpg -> classified as: Plots / Charts
[OD1MV7vf41] figure_3.jpg -> classified as: Plots / Charts
[OD1MV7vf41] figure_4.jpg -> classified as: Plots / Charts
[OD1MV7vf41] figure_1.jpg -> classified as: Plots / Charts
[OD1MV7vf41] figure_8.jpg -> classified as: Qualitative Examples
[OD1MV7vf41] figure_12.jpg -> classified as: Plots / Charts
[OD1MV7vf41] figure_14.jpg -> classified as: Plots / Charts
[OD1MV7vf41] figure_10.jpg -> classified as: Plots / Charts
[OEC6zOuZG1] figure_5.jpg -> classified as: Plots / Charts
[OEC6zOuZG1] figure_6.jpg -> classified as: Plots / Charts
[OEC6zOuZG1] figure_2.jpg -> classified as: Plots / Charts
[OEC6zOuZG1] figure_7.jpg -> classified as: Plots / Charts
[OEC6zOuZG1] figure_3.jpg -> classified as: Plots / Charts
[OEC6zOuZG1] figure_4.jpg -> classified as: Plots / Charts
[OEC6zOuZG1] figure_1.jpg -> classified as: Plots / Charts
[OF5x1dzWSS] figure_5.jpg -> classified as: Plots / Charts
[OF5x1dzWSS] figure_6.jpg -> classified as: Qualitative Examples
[OF5x1dzWSS] figure_2.jpg -> classified as: Plots / Charts
[OF5x1dzWSS] figure_3.jpg -> classified as: Plots / Charts
[OF5x1dzWSS] figure_4.jpg -> classified as: Qualitative Examples
[OF5x1dzWSS] figure_1.jpg -> classified as: Plots / Charts
[OIsahq1UYC] figure_5.jpg -> classified as: Plots / Charts
[OIsahq1UYC] figure_6.jpg -> classified as: Plots / Charts
[OIsahq1UYC] figure_9.jpg -> classified as: Plots / Charts
[OIsahq1UYC] figure_2.jpg -> classified as: Plots / Charts
[OIsahq1UYC] figure_7.jpg -> classified as: Plots / Charts
[OIsahq1UYC] figure_3.jpg -> classified as: Qualitative Examples
[OIsahq1UYC] figure_4.jpg -> classified as: Plots / Charts
[OIsahq1UYC] figure_1.jpg -> classified as: Plots / Charts
[OIsahq1UYC] figure_8.jpg -> classified as: Qualitative Examples
[OIsahq1UYC] figure_10.jpg -> classified as: Plots / Charts
[OIvg3MqWX2] figure_5.jpg -> classified as: Plots / Charts
[OIvg3MqWX2] figure_6.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OIvg3MqWX2] figure_9.jpg -> classified as: Qualitative Examples
[OIvg3MqWX2] figure_2.jpg -> classified as: Plots / Charts
[OIvg3MqWX2] figure_7.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OIvg3MqWX2] figure_3.jpg -> classified as: Architecture Diagram
[OIvg3MqWX2] figure_4.jpg -> classified as: Architecture Diagram
[OIvg3MqWX2] figure_1.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OIvg3MqWX2] figure_8.jpg -> classified as: Plots / Charts
[OIvg3MqWX2] figure_10.jpg -> classified as: Architecture Diagram
[OOxotBmGol] figure_30.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_19.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_23.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_29.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_24.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_5.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_6.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_22.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_28.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_18.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OOxotBmGol] figure_13.jpg -> classified as: Qualitative Examples
[OOxotBmGol] figure_15.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OOxotBmGol] figure_2.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_20.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_7.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_3.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_4.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_31.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_17.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OOxotBmGol] figure_1.jpg -> classified as: Architecture Diagram
[OOxotBmGol] figure_27.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_8.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_25.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_21.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_26.jpg -> classified as: Plots / Charts
[OOxotBmGol] figure_14.jpg -> classified as: Qualitative Examples
[OOxotBmGol] figure_16.jpg -> classified as: Qualitative Examples
[OSmjkkF6Uy] figure_19.jpg -> classified as: Plots / Charts
[OSmjkkF6Uy] figure_23.jpg -> classified as: Plots / Charts
[OSmjkkF6Uy] figure_24.jpg -> classified as: Plots / Charts
[OSmjkkF6Uy] figure_5.jpg -> classified as: Plots / Charts
[OSmjkkF6Uy] figure_6.jpg -> classified as: Plots / Charts
[OSmjkkF6Uy] figure_22.jpg -> classified as: Plots / Charts
[OSmjkkF6Uy] figure_18.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OSmjkkF6Uy] figure_13.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OSmjkkF6Uy] figure_15.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OSmjkkF6Uy] figure_20.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OSmjkkF6Uy] figure_11.jpg -> classified as: Plots / Charts
[OSmjkkF6Uy] figure_7.jpg -> classified as: Plots / Charts
[OSmjkkF6Uy] figure_3.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OSmjkkF6Uy] figure_4.jpg -> classified as: Plots / Charts
[OSmjkkF6Uy] figure_17.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OSmjkkF6Uy] figure_1.jpg -> classified as: Architecture Diagram
[OSmjkkF6Uy] figure_8.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OSmjkkF6Uy] figure_12.jpg -> classified as: Plots / Charts
[OSmjkkF6Uy] figure_25.jpg -> classified as: Plots / Charts
[OSmjkkF6Uy] figure_21.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OSmjkkF6Uy] figure_14.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OSmjkkF6Uy] figure_16.jpg -> classified as: Plots / Charts
[OSmjkkF6Uy] figure_10.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OXi1FmHGzz] figure_2.jpg -> classified as: Plots / Charts
[OXi1FmHGzz] figure_3.jpg -> classified as: Architecture Diagram
[OXi1FmHGzz] figure_1.jpg -> classified as: Architecture Diagram
[OZ3NXrF3gQ] figure_2.jpg -> classified as: Qualitative Examples
[OZ3NXrF3gQ] figure_3.jpg -> classified as: Qualitative Examples
[OZ3NXrF3gQ] figure_4.jpg -> classified as: Qualitative Examples
[OZ3NXrF3gQ] figure_1.jpg -> classified as: Architecture Diagram
[OZ3NXrF3gQ] figure_Listing_3__HL_Simon.jpg -> classified as: Other
  -> Skipping second pass (Other)
[OZWHYyfPwY] figure_5.jpg -> classified as: Qualitative Examples
[OZWHYyfPwY] figure_6.jpg -> classified as: Plots / Charts
[OZWHYyfPwY] figure_12_1.jpg -> classified as: Plots / Charts
[OZWHYyfPwY] figure_9.jpg -> classified as: Plots / Charts
[OZWHYyfPwY] figure_18.jpg -> classified as: Plots / Charts
[OZWHYyfPwY] figure_13.jpg -> classified as: Qualitative Examples
[OZWHYyfPwY] figure_15.jpg -> classified as: Plots / Charts
[OZWHYyfPwY] figure_2.jpg -> classified as: Qualitative Examples
[OZWHYyfPwY] figure_11.jpg -> classified as: Plots / Charts
[OZWHYyfPwY] figure_7.jpg -> classified as: Plots / Charts
[OZWHYyfPwY] figure_3.jpg -> classified as: Qualitative Examples
[OZWHYyfPwY] figure_4.jpg -> classified as: Architecture Diagram
[OZWHYyfPwY] figure_17.jpg -> classified as: Plots / Charts
[OZWHYyfPwY] figure_1.jpg -> classified as: Qualitative Examples
[OZWHYyfPwY] figure_8.jpg -> classified as: Plots / Charts
[OZWHYyfPwY] figure_12.jpg -> classified as: Plots / Charts
[OZWHYyfPwY] figure_14.jpg -> classified as: Qualitative Examples
[OZWHYyfPwY] figure_16.jpg -> classified as: Plots / Charts
[OZWHYyfPwY] figure_10.jpg -> classified as: Plots / Charts
[OZitfSXpdT] figure_5.jpg -> classified as: Plots / Charts
[OZitfSXpdT] figure_2.jpg -> classified as: Architecture Diagram
[OZitfSXpdT] figure_3.jpg -> classified as: Plots / Charts
[OZitfSXpdT] figure_4.jpg -> classified as: Plots / Charts
[OZitfSXpdT] figure_1.jpg -> classified as: Plots / Charts
[Ob0UafH2YI] figure_5.jpg -> classified as: Plots / Charts
[Ob0UafH2YI] figure_6.jpg -> classified as: Plots / Charts
[Ob0UafH2YI] figure_2.jpg -> classified as: Plots / Charts
[Ob0UafH2YI] figure_7.jpg -> classified as: Plots / Charts
[Ob0UafH2YI] figure_3.jpg -> classified as: Plots / Charts
[Ob0UafH2YI] figure_4.jpg -> classified as: Plots / Charts
[OcTUquFXfx] figure_2.jpg -> classified as: Plots / Charts
[OcTUquFXfx] figure_3.jpg -> classified as: Plots / Charts
[OcTUquFXfx] figure_4.jpg -> classified as: Plots / Charts
[OcTUquFXfx] figure_1.jpg -> classified as: Plots / Charts
[OdpIjS0vkO] figure_5.jpg -> classified as: Plots / Charts
[OdpIjS0vkO] figure_6.jpg -> classified as: Plots / Charts
[OdpIjS0vkO] figure_9.jpg -> classified as: Plots / Charts
[OdpIjS0vkO] figure_2.jpg -> classified as: Plots / Charts
[OdpIjS0vkO] figure_7.jpg -> classified as: Plots / Charts
[OdpIjS0vkO] figure_3.jpg -> classified as: Plots / Charts
[OdpIjS0vkO] figure_4.jpg -> classified as: Plots / Charts
[OdpIjS0vkO] figure_1.jpg -> classified as: Plots / Charts
[OdpIjS0vkO] figure_8.jpg -> classified as: Plots / Charts
[Odtr1rzQMq] figure_1.jpg -> classified as: Plots / Charts
[OeQE9zsztS] figure_2.jpg -> classified as: Plots / Charts
[OeQE9zsztS] figure_3.jpg -> classified as: Plots / Charts
[OeQE9zsztS] figure_1.jpg -> classified as: Architecture Diagram
[Of2nEDc4s7] figure_1.jpg -> classified as: Plots / Charts
[OfsGBHdFgk] figure_5.jpg -> classified as: Plots / Charts
[OfsGBHdFgk] figure_6.jpg -> classified as: Plots / Charts
[OfsGBHdFgk] figure_2.jpg -> classified as: Plots / Charts
[OfsGBHdFgk] figure_3.jpg -> classified as: Plots / Charts
[OfsGBHdFgk] figure_4.jpg -> classified as: Plots / Charts
[OfsGBHdFgk] figure_1.jpg -> classified as: Plots / Charts
[Og7ZZd7hDm] figure_5.jpg -> classified as: Plots / Charts
[Og7ZZd7hDm] figure_6.jpg -> classified as: Plots / Charts
[Og7ZZd7hDm] figure_2.jpg -> classified as: Plots / Charts
[Og7ZZd7hDm] figure_3.jpg -> classified as: Plots / Charts
[Og7ZZd7hDm] figure_4.jpg -> classified as: Plots / Charts
[Og7ZZd7hDm] figure_1.jpg -> classified as: Plots / Charts
[OhcWlo1M8q] figure_5.jpg -> classified as: Plots / Charts
[OhcWlo1M8q] figure_6.jpg -> classified as: Plots / Charts
[OhcWlo1M8q] figure_9.jpg -> classified as: Qualitative Examples
[OhcWlo1M8q] figure_2.jpg -> classified as: Plots / Charts
